association_id,gene_id,disease_id,confidence_score,evidence_level
ASSOC00489,GENE0829,DIS0287,0.56,Strong
ASSOC00490,GENE0653,DIS0337,0.86,Moderate
ASSOC00491,GENE1454,DIS0338,0.78,Emerging
ASSOC00492,GENE0860,DIS0216,0.79,Strong
ASSOC00493,GENE1100,DIS0269,0.66,Emerging
ASSOC00494,GENE0912,DIS0264,0.74,Moderate
ASSOC00495,GENE0792,DIS0436,0.52,Moderate
ASSOC00496,GENE1139,DIS0335,0.53,Emerging
ASSOC00497,GENE1369,DIS0375,0.58,Strong
ASSOC00498,GENE0953,DIS0150,0.77,Strong
ASSOC00499,GENE0835,DIS0344,0.81,Strong
ASSOC00500,GENE0364,DIS0388,0.5,Emerging
ASSOC00501,GENE0832,DIS0299,0.63,Strong
ASSOC00502,GENE0541,DIS0297,0.56,Emerging
ASSOC00503,GENE0224,DIS0459,0.95,Strong
ASSOC00504,GENE1071,DIS0500,0.7,Moderate
ASSOC00505,GENE0321,DIS0315,0.97,Emerging
ASSOC00506,GENE1297,DIS0221,0.94,Emerging
ASSOC00507,GENE0377,DIS0308,0.87,Emerging
ASSOC00508,GENE1055,DIS0102,0.72,Emerging
ASSOC00509,GENE1476,DIS0259,0.72,Moderate
ASSOC00510,GENE0495,DIS0190,0.89,Strong
ASSOC00511,GENE0346,DIS0193,0.57,Moderate
ASSOC00512,GENE0368,DIS0455,0.53,Strong
ASSOC00513,GENE0634,DIS0483,0.79,Strong
ASSOC00514,GENE1203,DIS0124,0.71,Strong
ASSOC00515,GENE0385,DIS0132,0.93,Strong
ASSOC00516,GENE0609,DIS0013,0.74,Moderate
ASSOC00517,GENE1271,DIS0419,0.62,Moderate
ASSOC00518,GENE0961,DIS0307,0.5,Moderate
ASSOC00519,GENE0885,DIS0099,0.82,Moderate
ASSOC00520,GENE1243,DIS0157,0.86,Moderate
ASSOC00521,GENE1298,DIS0247,0.55,Emerging
ASSOC00522,GENE1492,DIS0231,0.61,Strong
ASSOC00523,GENE1493,DIS0140,0.55,Strong
ASSOC00524,GENE1043,DIS0058,0.6,Strong
ASSOC00525,GENE0719,DIS0231,0.8,Emerging
ASSOC00526,GENE0929,DIS0061,0.53,Emerging
ASSOC00527,GENE0208,DIS0352,0.55,Strong
ASSOC00528,GENE0137,DIS0318,0.8,Moderate
ASSOC00529,GENE0715,DIS0203,0.91,Moderate
ASSOC00530,GENE0602,DIS0131,0.74,Moderate
ASSOC00531,GENE1069,DIS0133,0.5,Moderate
ASSOC00532,GENE0775,DIS0209,0.94,Moderate
ASSOC00533,GENE1392,DIS0019,0.8,Strong
ASSOC00534,GENE1500,DIS0100,0.98,Moderate
ASSOC00535,GENE0046,DIS0150,0.93,Emerging
ASSOC00536,GENE1037,DIS0198,0.6,Emerging
ASSOC00537,GENE1316,DIS0490,0.63,Strong
ASSOC00538,GENE0941,DIS0096,0.91,Strong
ASSOC00539,GENE0769,DIS0344,0.55,Emerging
ASSOC00540,GENE0678,DIS0259,0.68,Strong
ASSOC00541,GENE0800,DIS0302,0.98,Strong
ASSOC00542,GENE1410,DIS0327,0.91,Emerging
ASSOC00543,GENE0737,DIS0072,0.76,Emerging
ASSOC00544,GENE1268,DIS0498,0.53,Strong
ASSOC00545,GENE1134,DIS0337,0.8,Strong
ASSOC00546,GENE1350,DIS0380,0.9,Moderate
ASSOC00547,GENE1320,DIS0133,0.84,Strong
ASSOC00548,GENE0706,DIS0144,0.66,Strong
ASSOC00549,GENE0991,DIS0500,0.99,Strong
ASSOC00550,GENE0947,DIS0238,0.93,Strong
ASSOC00551,GENE1192,DIS0194,0.83,Strong
ASSOC00552,GENE0711,DIS0296,0.68,Moderate
ASSOC00553,GENE1416,DIS0312,0.6,Emerging
ASSOC00554,GENE1205,DIS0335,0.72,Strong
ASSOC00555,GENE1460,DIS0431,0.71,Moderate
ASSOC00556,GENE0040,DIS0075,0.53,Strong
ASSOC00557,GENE0665,DIS0149,0.88,Strong
ASSOC00558,GENE0308,DIS0346,0.82,Emerging
ASSOC00559,GENE0609,DIS0303,0.74,Emerging
ASSOC00560,GENE0915,DIS0196,0.91,Emerging
ASSOC00561,GENE1304,DIS0453,0.82,Strong
ASSOC00562,GENE0767,DIS0040,0.85,Emerging
ASSOC00563,GENE0774,DIS0018,0.72,Strong
ASSOC00564,GENE1014,DIS0315,0.96,Moderate
ASSOC00565,GENE0488,DIS0027,0.51,Emerging
ASSOC00566,GENE0583,DIS0025,0.87,Strong
ASSOC00567,GENE1123,DIS0371,0.81,Emerging
ASSOC00568,GENE1170,DIS0293,0.68,Strong
ASSOC00569,GENE1190,DIS0410,0.61,Emerging
ASSOC00570,GENE0865,DIS0345,0.92,Strong
ASSOC00571,GENE0370,DIS0349,0.63,Strong
ASSOC00572,GENE0460,DIS0082,0.74,Emerging
ASSOC00573,GENE0698,DIS0253,0.86,Strong
ASSOC00574,GENE1323,DIS0305,0.73,Moderate
ASSOC00575,GENE1302,DIS0062,0.59,Strong
ASSOC00576,GENE0712,DIS0199,0.69,Emerging
ASSOC00577,GENE1324,DIS0161,0.56,Moderate
ASSOC00578,GENE0725,DIS0110,0.89,Emerging
ASSOC00579,GENE1273,DIS0007,0.59,Emerging
ASSOC00580,GENE0190,DIS0355,0.56,Strong
ASSOC00581,GENE1259,DIS0016,0.62,Strong
ASSOC00582,GENE0804,DIS0147,0.73,Emerging
ASSOC00583,GENE0546,DIS0075,0.5,Strong
ASSOC00584,GENE0167,DIS0270,0.66,Moderate
ASSOC00585,GENE1069,DIS0147,0.98,Strong
ASSOC00586,GENE0864,DIS0179,0.52,Emerging
ASSOC00587,GENE0965,DIS0114,0.64,Emerging
ASSOC00588,GENE1220,DIS0117,0.8,Moderate
ASSOC00589,GENE0140,DIS0221,0.92,Strong
ASSOC00590,GENE0134,DIS0125,0.66,Emerging
ASSOC00591,GENE0526,DIS0214,0.94,Moderate
ASSOC00592,GENE0538,DIS0229,0.76,Strong
ASSOC00593,GENE1076,DIS0222,0.72,Moderate
ASSOC00594,GENE1262,DIS0452,0.69,Moderate
ASSOC00595,GENE0062,DIS0003,0.83,Strong
ASSOC00596,GENE0698,DIS0390,0.73,Moderate
ASSOC00597,GENE0614,DIS0387,0.54,Moderate
ASSOC00598,GENE1010,DIS0379,0.63,Moderate
ASSOC00599,GENE0724,DIS0379,0.87,Strong
ASSOC00600,GENE1343,DIS0192,0.84,Emerging
ASSOC00601,GENE1451,DIS0267,0.52,Strong
ASSOC00602,GENE0595,DIS0148,0.59,Moderate
ASSOC00603,GENE0649,DIS0214,0.87,Emerging
ASSOC00604,GENE0957,DIS0215,0.63,Strong
ASSOC00605,GENE0543,DIS0251,0.86,Moderate
ASSOC00606,GENE0070,DIS0084,0.7,Emerging
ASSOC00607,GENE0819,DIS0136,0.91,Moderate
ASSOC00608,GENE0590,DIS0321,0.51,Emerging
ASSOC00609,GENE0985,DIS0147,0.61,Strong
ASSOC00610,GENE1086,DIS0149,0.8,Strong
ASSOC00611,GENE0211,DIS0132,0.64,Emerging
ASSOC00612,GENE1080,DIS0177,0.63,Strong
ASSOC00613,GENE1272,DIS0012,0.79,Strong
ASSOC00614,GENE0979,DIS0223,0.64,Strong
ASSOC00615,GENE0181,DIS0344,0.97,Emerging
ASSOC00616,GENE0821,DIS0195,0.5,Emerging
ASSOC00617,GENE1260,DIS0151,0.72,Moderate
ASSOC00618,GENE0738,DIS0159,0.97,Strong
ASSOC00619,GENE0828,DIS0131,0.64,Emerging
ASSOC00620,GENE0786,DIS0455,0.97,Emerging
ASSOC00621,GENE0828,DIS0074,0.84,Emerging
ASSOC00622,GENE0719,DIS0172,0.85,Strong
ASSOC00623,GENE0333,DIS0499,0.84,Emerging
ASSOC00624,GENE0019,DIS0027,0.96,Strong
ASSOC00625,GENE0843,DIS0090,0.88,Strong
ASSOC00626,GENE0488,DIS0138,0.58,Moderate
ASSOC00627,GENE0208,DIS0349,0.95,Moderate
ASSOC00628,GENE1111,DIS0446,0.79,Emerging
ASSOC00629,GENE0164,DIS0026,0.81,Strong
ASSOC00630,GENE1119,DIS0359,0.85,Moderate
ASSOC00631,GENE0752,DIS0301,0.97,Strong
ASSOC00632,GENE0980,DIS0272,0.75,Emerging
ASSOC00633,GENE1195,DIS0383,0.94,Strong
ASSOC00634,GENE0080,DIS0208,0.94,Emerging
ASSOC00635,GENE0331,DIS0259,0.62,Emerging
ASSOC00636,GENE0541,DIS0357,0.77,Strong
ASSOC00637,GENE0900,DIS0474,0.73,Strong
ASSOC00638,GENE0249,DIS0267,0.77,Strong
ASSOC00639,GENE1325,DIS0228,0.78,Strong
ASSOC00640,GENE0598,DIS0078,0.66,Moderate
ASSOC00641,GENE1160,DIS0323,0.82,Moderate
ASSOC00642,GENE0224,DIS0249,0.82,Strong
ASSOC00643,GENE0388,DIS0208,0.7,Strong
ASSOC00644,GENE0323,DIS0294,0.76,Strong
ASSOC00645,GENE0060,DIS0360,0.58,Moderate
ASSOC00646,GENE1211,DIS0020,0.53,Strong
ASSOC00647,GENE0541,DIS0149,0.86,Moderate
ASSOC00648,GENE1190,DIS0423,0.63,Emerging
ASSOC00649,GENE1223,DIS0030,0.69,Emerging
ASSOC00650,GENE0859,DIS0397,0.73,Emerging
ASSOC00651,GENE0186,DIS0158,0.64,Strong
ASSOC00652,GENE0111,DIS0274,0.53,Strong
ASSOC00653,GENE0185,DIS0012,0.73,Emerging
ASSOC00654,GENE1228,DIS0205,0.56,Moderate
ASSOC00655,GENE1479,DIS0192,0.89,Emerging
ASSOC00656,GENE0400,DIS0212,0.64,Moderate
ASSOC00657,GENE1346,DIS0432,0.58,Moderate
ASSOC00658,GENE0372,DIS0291,0.64,Emerging
ASSOC00659,GENE0973,DIS0377,0.78,Emerging
ASSOC00660,GENE0155,DIS0427,0.77,Emerging
ASSOC00661,GENE1136,DIS0227,0.69,Moderate
ASSOC00662,GENE1253,DIS0319,0.82,Emerging
ASSOC00663,GENE1385,DIS0425,0.62,Emerging
ASSOC00664,GENE0273,DIS0378,0.6,Moderate
ASSOC00665,GENE0206,DIS0297,0.84,Moderate
ASSOC00666,GENE0046,DIS0402,0.74,Emerging
ASSOC00667,GENE0483,DIS0119,0.59,Moderate
ASSOC00668,GENE1345,DIS0270,0.64,Moderate
ASSOC00669,GENE0070,DIS0418,0.76,Moderate
ASSOC00670,GENE0398,DIS0014,0.78,Emerging
ASSOC00671,GENE0149,DIS0154,0.69,Strong
ASSOC00672,GENE0431,DIS0490,0.8,Emerging
ASSOC00673,GENE1411,DIS0263,0.72,Emerging
ASSOC00674,GENE0236,DIS0443,0.94,Strong
ASSOC00675,GENE0656,DIS0126,0.93,Strong
ASSOC00676,GENE1135,DIS0386,0.53,Moderate
ASSOC00677,GENE0035,DIS0357,0.91,Strong
ASSOC00678,GENE1359,DIS0348,0.52,Emerging
ASSOC00679,GENE0663,DIS0209,0.6,Emerging
ASSOC00680,GENE0541,DIS0014,0.77,Moderate
ASSOC00681,GENE1217,DIS0099,0.53,Moderate
ASSOC00682,GENE0173,DIS0228,0.97,Moderate
ASSOC00683,GENE0693,DIS0216,0.62,Strong
ASSOC00684,GENE1019,DIS0271,0.75,Strong
ASSOC00685,GENE1329,DIS0151,0.59,Moderate
ASSOC00686,GENE0370,DIS0012,0.84,Strong
ASSOC00687,GENE0603,DIS0052,0.87,Moderate
ASSOC00688,GENE0788,DIS0368,0.7,Moderate
ASSOC00689,GENE1390,DIS0053,0.87,Strong
ASSOC00690,GENE1355,DIS0452,0.88,Emerging
ASSOC00691,GENE1475,DIS0052,0.57,Moderate
ASSOC00692,GENE0291,DIS0280,0.77,Emerging
ASSOC00693,GENE0380,DIS0014,0.77,Moderate
ASSOC00694,GENE1392,DIS0318,0.67,Emerging
ASSOC00695,GENE1257,DIS0147,0.6,Strong
ASSOC00696,GENE1364,DIS0122,0.68,Moderate
ASSOC00697,GENE0842,DIS0118,0.52,Strong
ASSOC00698,GENE0963,DIS0123,0.84,Moderate
ASSOC00699,GENE0323,DIS0298,0.52,Emerging
ASSOC00700,GENE0928,DIS0006,0.94,Strong
ASSOC00701,GENE1222,DIS0289,0.79,Strong
ASSOC00702,GENE0989,DIS0066,0.83,Emerging
ASSOC00703,GENE0819,DIS0141,0.91,Strong
ASSOC00704,GENE1255,DIS0128,0.66,Moderate
ASSOC00705,GENE0050,DIS0391,0.77,Moderate
ASSOC00706,GENE0234,DIS0014,0.98,Moderate
ASSOC00707,GENE1404,DIS0408,0.96,Emerging
ASSOC00708,GENE0998,DIS0001,0.59,Moderate
ASSOC00709,GENE1164,DIS0139,0.77,Emerging
ASSOC00710,GENE0627,DIS0025,0.51,Strong
ASSOC00711,GENE1146,DIS0229,0.72,Strong
ASSOC00712,GENE0099,DIS0026,0.73,Moderate
ASSOC00713,GENE0585,DIS0442,0.88,Strong
ASSOC00714,GENE0839,DIS0379,0.95,Strong
ASSOC00715,GENE1177,DIS0368,0.59,Moderate
ASSOC00716,GENE0561,DIS0172,0.81,Moderate
ASSOC00717,GENE0254,DIS0367,0.74,Strong
ASSOC00718,GENE0259,DIS0180,0.98,Moderate
ASSOC00719,GENE1275,DIS0146,0.91,Moderate
ASSOC00720,GENE1185,DIS0490,0.98,Emerging
ASSOC00721,GENE0075,DIS0256,0.55,Strong
ASSOC00722,GENE0491,DIS0281,0.89,Strong
ASSOC00723,GENE1120,DIS0144,0.95,Strong
ASSOC00724,GENE0041,DIS0164,0.6,Emerging
ASSOC00725,GENE0396,DIS0295,0.53,Emerging
ASSOC00726,GENE1442,DIS0365,0.74,Moderate
ASSOC00727,GENE0914,DIS0228,0.95,Moderate
ASSOC00728,GENE1415,DIS0348,0.97,Emerging
ASSOC00729,GENE0107,DIS0476,0.83,Moderate
ASSOC00730,GENE0540,DIS0494,0.86,Emerging
ASSOC00731,GENE0512,DIS0281,0.96,Strong
ASSOC00732,GENE1469,DIS0153,0.71,Moderate
ASSOC00733,GENE1167,DIS0254,0.52,Moderate
ASSOC00734,GENE1003,DIS0019,0.98,Emerging
ASSOC00735,GENE1342,DIS0285,0.55,Emerging
ASSOC00736,GENE0617,DIS0097,0.9,Strong
ASSOC00737,GENE0207,DIS0281,0.57,Strong
ASSOC00738,GENE0138,DIS0204,0.81,Strong
ASSOC00739,GENE1400,DIS0284,0.86,Moderate
ASSOC00740,GENE1461,DIS0187,0.89,Emerging
ASSOC00741,GENE1205,DIS0490,0.83,Strong
ASSOC00742,GENE0527,DIS0477,0.56,Moderate
ASSOC00743,GENE0040,DIS0397,0.51,Moderate
ASSOC00744,GENE0110,DIS0457,0.58,Strong
ASSOC00745,GENE1408,DIS0452,0.81,Moderate
ASSOC00746,GENE0347,DIS0022,0.86,Moderate
ASSOC00747,GENE1163,DIS0004,0.75,Moderate
ASSOC00748,GENE1299,DIS0417,0.79,Emerging
ASSOC00749,GENE1336,DIS0259,0.59,Moderate
ASSOC00750,GENE0626,DIS0324,0.85,Moderate
ASSOC00751,GENE0261,DIS0102,0.76,Strong
ASSOC00752,GENE1352,DIS0384,0.93,Moderate
ASSOC00753,GENE1273,DIS0047,0.86,Moderate
ASSOC00754,GENE1306,DIS0062,0.67,Moderate
ASSOC00755,GENE0582,DIS0255,0.75,Emerging
ASSOC00756,GENE0177,DIS0446,0.95,Moderate
ASSOC00757,GENE1220,DIS0222,0.83,Moderate
ASSOC00758,GENE1441,DIS0155,0.52,Emerging
ASSOC00759,GENE0203,DIS0290,0.84,Strong
ASSOC00760,GENE0649,DIS0031,0.51,Strong
ASSOC00761,GENE1335,DIS0140,0.52,Emerging
ASSOC00762,GENE0703,DIS0454,0.71,Moderate
ASSOC00763,GENE1366,DIS0164,0.53,Moderate
ASSOC00764,GENE1175,DIS0303,0.79,Strong
ASSOC00765,GENE0178,DIS0054,0.77,Emerging
ASSOC00766,GENE1211,DIS0274,0.79,Moderate
ASSOC00767,GENE0369,DIS0342,0.7,Emerging
ASSOC00768,GENE1188,DIS0121,0.61,Strong
ASSOC00769,GENE0599,DIS0351,0.73,Emerging
ASSOC00770,GENE0822,DIS0030,0.78,Moderate
ASSOC00771,GENE1311,DIS0343,0.74,Emerging
ASSOC00772,GENE1366,DIS0464,0.58,Moderate
ASSOC00773,GENE0086,DIS0122,0.8,Strong
ASSOC00774,GENE0036,DIS0003,0.75,Strong
ASSOC00775,GENE0002,DIS0185,0.66,Moderate
ASSOC00776,GENE0250,DIS0343,0.73,Strong
ASSOC00777,GENE0027,DIS0328,0.57,Moderate
ASSOC00778,GENE0666,DIS0174,0.63,Moderate
ASSOC00779,GENE1464,DIS0202,0.96,Emerging
ASSOC00780,GENE0887,DIS0008,0.95,Strong
ASSOC00781,GENE0475,DIS0206,0.95,Moderate
ASSOC00782,GENE1394,DIS0153,0.86,Emerging
ASSOC00783,GENE0853,DIS0492,0.88,Strong
ASSOC00784,GENE0797,DIS0049,0.63,Moderate
ASSOC00785,GENE1136,DIS0403,0.83,Strong
ASSOC00786,GENE0966,DIS0268,0.7,Strong
ASSOC00787,GENE0043,DIS0267,0.84,Moderate
ASSOC00788,GENE0180,DIS0186,0.62,Moderate
ASSOC00789,GENE1086,DIS0274,0.78,Strong
ASSOC00790,GENE0605,DIS0243,0.61,Strong
ASSOC00791,GENE0081,DIS0176,0.95,Strong
ASSOC00792,GENE1129,DIS0252,0.96,Emerging
ASSOC00793,GENE1264,DIS0331,0.88,Emerging
ASSOC00794,GENE0195,DIS0334,0.68,Emerging
ASSOC00795,GENE0568,DIS0041,0.78,Strong
ASSOC00796,GENE1123,DIS0453,0.52,Moderate
ASSOC00797,GENE0890,DIS0440,0.72,Strong
ASSOC00798,GENE0789,DIS0433,0.93,Moderate
ASSOC00799,GENE0988,DIS0421,0.55,Moderate
ASSOC00800,GENE0664,DIS0169,0.88,Strong
ASSOC00801,GENE1316,DIS0354,0.74,Emerging
ASSOC00802,GENE0954,DIS0128,0.75,Strong
ASSOC00803,GENE0541,DIS0363,0.64,Moderate
ASSOC00804,GENE0541,DIS0066,0.58,Emerging
ASSOC00805,GENE0403,DIS0256,0.96,Strong
ASSOC00806,GENE0220,DIS0194,0.9,Emerging
ASSOC00807,GENE0475,DIS0344,0.91,Emerging
ASSOC00808,GENE1375,DIS0105,0.64,Emerging
ASSOC00809,GENE0726,DIS0280,0.86,Emerging
ASSOC00810,GENE1354,DIS0290,0.89,Strong
ASSOC00811,GENE0558,DIS0092,0.57,Emerging
ASSOC00812,GENE1265,DIS0298,0.58,Emerging
ASSOC00813,GENE0131,DIS0166,0.58,Strong
ASSOC00814,GENE1286,DIS0188,0.98,Moderate
ASSOC00815,GENE0610,DIS0395,0.85,Emerging
ASSOC00816,GENE0117,DIS0373,0.62,Emerging
ASSOC00817,GENE1342,DIS0116,0.74,Emerging
ASSOC00818,GENE0630,DIS0191,0.62,Moderate
ASSOC00819,GENE0752,DIS0403,0.53,Strong
ASSOC00820,GENE0957,DIS0399,0.88,Emerging
ASSOC00821,GENE0674,DIS0431,0.79,Emerging
ASSOC00822,GENE1190,DIS0369,0.51,Moderate
ASSOC00823,GENE1435,DIS0169,0.83,Strong
ASSOC00824,GENE1065,DIS0436,0.97,Emerging
ASSOC00825,GENE0722,DIS0119,0.76,Strong
ASSOC00826,GENE1258,DIS0414,0.96,Emerging
ASSOC00827,GENE0632,DIS0157,0.68,Moderate
ASSOC00828,GENE1014,DIS0218,0.66,Strong
ASSOC00829,GENE0625,DIS0041,0.84,Strong
ASSOC00830,GENE1175,DIS0121,0.55,Strong
ASSOC00831,GENE1419,DIS0114,0.67,Moderate
ASSOC00832,GENE0831,DIS0491,0.55,Strong
ASSOC00833,GENE1040,DIS0345,0.98,Strong
ASSOC00834,GENE0034,DIS0076,0.75,Emerging
ASSOC00835,GENE0391,DIS0234,0.87,Strong
ASSOC00836,GENE0330,DIS0188,0.59,Emerging
ASSOC00837,GENE0577,DIS0105,0.86,Strong
ASSOC00838,GENE1348,DIS0147,0.81,Moderate
ASSOC00839,GENE0227,DIS0049,0.64,Emerging
ASSOC00840,GENE1345,DIS0256,0.66,Emerging
ASSOC00841,GENE0861,DIS0009,0.75,Emerging
ASSOC00842,GENE0205,DIS0186,0.51,Emerging
ASSOC00843,GENE0573,DIS0432,0.98,Strong
ASSOC00844,GENE1386,DIS0450,0.85,Emerging
ASSOC00845,GENE0648,DIS0043,0.74,Emerging
ASSOC00846,GENE0386,DIS0387,0.82,Emerging
ASSOC00847,GENE0568,DIS0140,0.92,Moderate
ASSOC00848,GENE0879,DIS0009,0.84,Strong
ASSOC00849,GENE0067,DIS0365,0.61,Strong
ASSOC00850,GENE0547,DIS0048,0.54,Emerging
ASSOC00851,GENE0972,DIS0387,0.89,Moderate
ASSOC00852,GENE0444,DIS0177,0.87,Emerging
ASSOC00853,GENE0812,DIS0375,0.68,Strong
ASSOC00854,GENE0159,DIS0287,0.96,Moderate
ASSOC00855,GENE0641,DIS0397,0.51,Strong
ASSOC00856,GENE0022,DIS0280,0.54,Emerging
ASSOC00857,GENE0158,DIS0305,0.93,Moderate
ASSOC00858,GENE0889,DIS0300,0.95,Moderate
ASSOC00859,GENE0046,DIS0341,0.63,Emerging
ASSOC00860,GENE0651,DIS0410,0.66,Emerging
ASSOC00861,GENE0468,DIS0190,0.7,Strong
ASSOC00862,GENE0734,DIS0266,0.66,Moderate
ASSOC00863,GENE0742,DIS0356,0.78,Strong
ASSOC00864,GENE0570,DIS0277,0.63,Moderate
ASSOC00865,GENE0437,DIS0417,0.68,Strong
ASSOC00866,GENE0408,DIS0354,0.53,Emerging
ASSOC00867,GENE0974,DIS0050,0.98,Moderate
ASSOC00868,GENE0047,DIS0295,0.76,Moderate
ASSOC00869,GENE0148,DIS0057,0.79,Emerging
ASSOC00870,GENE0232,DIS0405,0.53,Moderate
ASSOC00871,GENE0935,DIS0492,0.83,Moderate
ASSOC00872,GENE0128,DIS0177,0.51,Strong
ASSOC00873,GENE0100,DIS0025,0.9,Emerging
ASSOC00874,GENE1486,DIS0192,0.94,Emerging
ASSOC00875,GENE0596,DIS0177,0.77,Strong
ASSOC00876,GENE0172,DIS0042,0.83,Emerging
ASSOC00877,GENE0407,DIS0126,0.68,Moderate
ASSOC00878,GENE0083,DIS0365,0.8,Strong
ASSOC00879,GENE0809,DIS0294,0.75,Emerging
ASSOC00880,GENE0940,DIS0384,0.72,Emerging
ASSOC00881,GENE0496,DIS0037,0.52,Moderate
ASSOC00882,GENE1445,DIS0346,0.57,Emerging
ASSOC00883,GENE1002,DIS0410,0.61,Emerging
ASSOC00884,GENE1383,DIS0491,0.79,Strong
ASSOC00885,GENE0722,DIS0473,0.83,Emerging
ASSOC00886,GENE0950,DIS0121,0.69,Emerging
ASSOC00887,GENE1025,DIS0297,0.77,Emerging
ASSOC00888,GENE1114,DIS0270,0.93,Strong
ASSOC00889,GENE1260,DIS0472,0.54,Moderate
ASSOC00890,GENE0697,DIS0169,0.58,Moderate
ASSOC00891,GENE0049,DIS0441,0.83,Emerging
ASSOC00892,GENE0321,DIS0341,0.87,Emerging
ASSOC00893,GENE0038,DIS0454,0.68,Strong
ASSOC00894,GENE0793,DIS0384,0.57,Moderate
ASSOC00895,GENE0468,DIS0096,0.52,Moderate
ASSOC00896,GENE0212,DIS0295,0.58,Strong
ASSOC00897,GENE0212,DIS0307,0.92,Moderate
ASSOC00898,GENE0921,DIS0334,0.75,Emerging
ASSOC00899,GENE1066,DIS0407,0.92,Strong
ASSOC00900,GENE0843,DIS0032,0.62,Moderate
ASSOC00901,GENE0293,DIS0004,0.64,Strong
ASSOC00902,GENE1019,DIS0092,0.58,Strong
ASSOC00903,GENE1484,DIS0376,0.95,Moderate
ASSOC00904,GENE0636,DIS0111,0.95,Strong
ASSOC00905,GENE1309,DIS0027,0.86,Moderate
ASSOC00906,GENE0964,DIS0104,0.59,Emerging
ASSOC00907,GENE0923,DIS0271,0.66,Moderate
ASSOC00908,GENE0412,DIS0415,0.6,Emerging
ASSOC00909,GENE1435,DIS0225,0.53,Moderate
ASSOC00910,GENE0972,DIS0284,0.83,Emerging
ASSOC00911,GENE0173,DIS0143,0.7,Moderate
ASSOC00912,GENE1162,DIS0352,0.83,Moderate
ASSOC00913,GENE0449,DIS0112,0.81,Moderate
ASSOC00914,GENE0834,DIS0309,0.88,Emerging
ASSOC00915,GENE1011,DIS0419,0.85,Strong
ASSOC00916,GENE0035,DIS0081,0.75,Moderate
ASSOC00917,GENE0622,DIS0443,0.68,Strong
ASSOC00918,GENE0301,DIS0216,0.94,Moderate
ASSOC00919,GENE1224,DIS0465,0.73,Strong
ASSOC00920,GENE0615,DIS0317,0.83,Strong
ASSOC00921,GENE0215,DIS0473,0.85,Moderate
ASSOC00922,GENE0478,DIS0271,0.8,Strong
ASSOC00923,GENE1347,DIS0479,0.81,Moderate
ASSOC00924,GENE1075,DIS0139,0.81,Moderate
ASSOC00925,GENE0423,DIS0328,0.6,Strong
ASSOC00926,GENE0463,DIS0063,0.94,Moderate
ASSOC00927,GENE1444,DIS0237,0.65,Moderate
ASSOC00928,GENE0090,DIS0199,0.74,Strong
ASSOC00929,GENE0136,DIS0234,0.52,Moderate
ASSOC00930,GENE0606,DIS0302,0.71,Emerging
ASSOC00931,GENE0580,DIS0033,0.53,Emerging
ASSOC00932,GENE1014,DIS0299,0.62,Strong
ASSOC00933,GENE1383,DIS0066,0.98,Moderate
ASSOC00934,GENE0981,DIS0417,0.87,Emerging
ASSOC00935,GENE0805,DIS0325,0.8,Emerging
ASSOC00936,GENE0896,DIS0193,0.61,Emerging
ASSOC00937,GENE1147,DIS0209,0.9,Moderate
ASSOC00938,GENE0520,DIS0074,0.5,Strong
ASSOC00939,GENE1421,DIS0331,0.51,Emerging
ASSOC00940,GENE1241,DIS0216,0.54,Moderate
ASSOC00941,GENE1321,DIS0442,0.63,Emerging
ASSOC00942,GENE0141,DIS0482,0.69,Strong
ASSOC00943,GENE0447,DIS0198,0.5,Emerging
ASSOC00944,GENE1483,DIS0112,0.59,Emerging
ASSOC00945,GENE0439,DIS0012,0.95,Emerging
ASSOC00946,GENE1112,DIS0313,0.92,Strong
ASSOC00947,GENE0466,DIS0283,0.6,Moderate
ASSOC00948,GENE1083,DIS0026,0.61,Strong
ASSOC00949,GENE0532,DIS0406,0.88,Moderate
ASSOC00950,GENE1190,DIS0489,0.83,Moderate
ASSOC00951,GENE1439,DIS0278,0.94,Moderate
ASSOC00952,GENE0674,DIS0468,0.81,Emerging
ASSOC00953,GENE0183,DIS0107,0.87,Strong
ASSOC00954,GENE0991,DIS0070,0.93,Strong
ASSOC00955,GENE0592,DIS0187,0.89,Strong
ASSOC00956,GENE1144,DIS0381,0.88,Moderate
ASSOC00957,GENE1135,DIS0266,0.75,Moderate
ASSOC00958,GENE1280,DIS0049,0.98,Moderate
ASSOC00959,GENE0981,DIS0080,0.94,Emerging
ASSOC00960,GENE0186,DIS0192,0.94,Strong
ASSOC00961,GENE0295,DIS0434,0.92,Emerging
ASSOC00962,GENE0112,DIS0305,0.91,Strong
ASSOC00963,GENE0081,DIS0303,0.91,Emerging
ASSOC00964,GENE1367,DIS0218,0.88,Emerging
ASSOC00965,GENE1410,DIS0011,0.9,Emerging
ASSOC00966,GENE0502,DIS0429,0.94,Emerging
ASSOC00967,GENE0553,DIS0205,0.9,Moderate
ASSOC00968,GENE1306,DIS0187,0.89,Moderate
ASSOC00969,GENE1372,DIS0289,0.51,Emerging
ASSOC00970,GENE1256,DIS0461,0.95,Strong
ASSOC00971,GENE0333,DIS0176,0.9,Strong
ASSOC00972,GENE0622,DIS0276,0.66,Emerging
ASSOC00973,GENE0139,DIS0267,0.54,Emerging
ASSOC00974,GENE0173,DIS0364,0.74,Moderate
ASSOC00975,GENE1365,DIS0350,0.76,Strong
